,isbn,lang,title,author,author_gender,author_nationality,author_birth_year,year_published,avg_rating,num_ratings,adjective_score,adverb_score,flesch_reading_ease_score,lexical_diversity,word_count,count_exclamation_marks,count_question_marks,profanity_score,sentiment_neg_score,sentiment_pos_score,sentiment_compound_score,reading_difficulty,reading_time
8269,0727869108,en,Hundred Thousand Dragons,Dolores GordonSmith,female,,,2010,3.7,159,567.57,586.97,0.064,0.1014,87091,14.47,118.27,3.016,0.079,0.075,-0.967,2.384,5668
8270,0821769367,en,The Night Before,Lisa Jackson,female,United States,,2003,3.88,5366,832.43,587.29,0.05,0.0805,144085,26.23,109.31,27.513,0.076,0.071,-0.994,2.424,9496
8271,1605989185,en,The Last Witness,Denzil Meyrick,male,British,1965.0,2014,4.03,2106,709.27,492.35,0.078,0.1159,84594,10.52,67.74,33.901,0.083,0.082,0.864,2.428,5589
8272,0525231021,en,The West End Horror: A Posthumous Memoir of John H. Watson M.D.,Nicholas Meyer,male,,,1976,4.04,4047,957.81,560.48,0.108,0.1562,48423,36.97,113.58,2.231,0.067,0.087,0.997,2.558,3302
8273,0099461048,en,Stanley and the Women,Kingsley Amis,male,England,1922.0,1984,3.31,328,657.19,804.73,0.055,0.0919,95436,2.2,97.76,11.897,0.066,0.102,1.0,2.395,5951
8274,1780892020,en,After We Fall,Emma Kavanagh,female,,,2014,3.58,3194,819.26,682.35,0.057,0.0898,81806,2.81,109.77,9.914,0.084,0.063,-0.997,2.371,5356
8275,0786036540,en,Powerless,Tim Washburn,male,,,2015,3.87,385,895.94,468.92,0.066,0.1041,95453,3.98,91.04,12.952,0.053,0.068,0.997,2.483,6337
8276,0811200701,en,The Berlin Stories,Christopher Isherwood,male,,,1945,4.04,10714,993.68,707.7,0.057,0.0879,138364,54.28,90.85,10.154,0.078,0.116,1.0,2.507,9186
8277,0802151175,en,Malone Dies,Samuel Beckett,male,Ireland,1906.0,1951,3.85,3929,674.86,707.52,0.083,0.1226,60620,11.05,32.99,8.945,0.082,0.109,0.998,3.76,3782
8278,1616950633,en,Murder in Passy,Cara Black,female,,1951.0,2011,3.65,1040,1064.54,405.98,0.089,0.1488,66235,6.64,170.3,4.791,0.071,0.052,-0.996,2.471,4655
8279,0743471296,en,Twilight,Christie Golden,,United States,1963.0,2007,4.15,746,868.23,668.27,0.07,0.1067,78217,12.66,48.84,2.887,0.075,0.122,1.0,2.557,5331
8280,0586089993,en,A Proper Marriage,Doris Lessing,female,British,1919.0,1954,3.99,1007,691.61,645.16,0.048,0.0746,158674,13.36,44.49,7.833,0.081,0.112,1.0,2.492,10685
8281,0060177152,en,Dead Eyes,Stuart Woods,male,,,1994,3.85,2597,1004.62,583.49,0.058,0.0883,81424,10.19,132.15,11.322,0.051,0.071,0.998,2.375,5205
8282,0972869247,en,Palafox,Éric Chevillard,male,,,1990,3.52,81,771.34,546.71,0.148,0.2119,42692,6.79,88.54,39.779,0.069,0.141,1.0,2.602,3027
8283,1440601488,en,Intrepid,Mike Shepherd,male,,,2008,4.05,3150,926.65,579.02,0.052,0.0859,120704,4.89,81.11,5.603,0.073,0.08,0.991,2.398,7931
8284,1848560885,en,Terminator Salvation: Trial by Fire,Timothy Zahn,male,United States,1951.0,1998,3.94,249,950.3,758.7,0.057,0.0843,82048,9.75,95.31,0.71,0.085,0.052,-0.999,2.458,5551
8285,1497682940,en,Children of the Comet,Donald Moffitt,male,United States,1931.0,2015,3.79,98,704.2,596.22,0.076,0.1107,86311,13.9,48.55,3.935,0.048,0.073,0.999,2.501,5822
8286,0345437969,en,The Dark Queen (The Dark Queen Saga #1),Susan Carroll,female,United States,,2005,3.86,3265,914.84,636.12,0.049,0.0715,161307,10.29,66.02,5.47,0.1,0.12,1.0,2.511,10842
8287,0425181103,en,Phantoms,Dean Koontz,male,United States,1945.0,1983,3.95,66100,934.53,648.0,0.06,0.099,138379,11.63,81.08,14.085,0.081,0.07,-0.997,2.505,9486
8288,0575080566,en,Flood,Stephen Baxter,male,England,1957.0,2008,3.59,4948,916.94,567.04,0.057,0.099,154328,6.93,57.54,8.929,0.072,0.076,0.996,2.469,10558
8289,0545265355,en,The Hunger Games Trilogy,Suzanne Collins,female,United States,1962.0,2008,4.48,190456,593.73,649.39,0.031,0.0518,309704,19.21,75.3,1.703,0.086,0.081,-0.996,2.376,19507
8290,0099479311,en,As I Lay Dying,William Faulkner,male,United States,1897.0,1930,3.72,138585,800.51,606.47,0.063,0.0954,63647,5.18,63.63,9.562,0.084,0.091,0.94,2.225,3877
8291,1250057345,en,The Killing Lessons,Saul Black,male,,,2015,3.75,8599,778.18,609.62,0.055,0.0944,125717,4.77,72.31,38.013,0.077,0.066,-0.998,2.402,8247
8292,0451459245,en,The Firebrand,Marion Zimmer Bradley,female,United States,1930.0,1987,4.06,9720,804.91,603.42,0.034,0.0553,221454,22.17,79.61,1.775,0.088,0.104,1.0,2.398,14420
8293,0345424646,en,A Knight of the Word,Terry Brooks,,United States,1944.0,1998,4.05,14320,706.26,636.07,0.054,0.083,109422,16.36,63.97,27.87,0.076,0.07,-0.982,2.393,7097
8294,0807555746,en,The Great Detective Race,Gertrude Chandler Warner,female,,,2008,3.99,272,1094.6,505.94,0.105,0.1532,15476,94.99,136.34,0.628,0.02,0.065,0.977,2.492,1017
8295,0330536346,en,The Rules of Attraction,Bret Easton Ellis,male,United States,1964.0,1987,3.69,41194,784.15,703.23,0.058,0.0981,86387,6.71,139.37,52.796,0.061,0.073,0.995,2.327,5402
8296,0385518218,en,The End As I Know It,Kevin Shay,male,,,2006,3.46,28,944.57,608.75,0.085,0.1388,92846,42.33,125.8,15.675,0.063,0.096,0.999,2.482,6128
8297,1933368500,en,African Psycho,Alain Mabanckou,male,,,2003,3.29,656,707.95,565.07,0.092,0.1363,43605,69.26,86.23,34.653,0.069,0.086,0.992,2.483,2823
8298,1400060079,en,Rococo,Adriana Trigiani,female,,,2005,3.56,6400,929.31,459.44,0.069,0.1155,95942,33.56,90.16,6.107,0.054,0.098,1.0,2.408,6151
8299,1857230051,en,The Death of Sleep,Anne McCaffrey,female,Irish (naturalised citizen),1926.0,1990,3.83,2947,714.29,596.74,0.072,0.1086,112125,28.36,67.78,1.895,0.064,0.102,1.0,2.53,7755
8300,0743403703,en,The Romulan Way,Diane Duane,female,United States,1952.0,1987,3.93,1467,775.11,652.81,0.085,0.1389,81356,14.26,39.09,1.8,0.106,0.096,-0.992,2.629,5746
8301,0345466780,en,The Sunset Warrior,Eric Van Lustbader,male,United States,1946.0,1977,3.69,1276,716.58,628.87,0.072,0.1117,79237,29.66,59.19,1.825,0.082,0.073,-0.986,2.404,5298
8302,2081231891,en,The Last Days,Laurent Seksik,male,,,2010,3.7,315,632.85,464.19,0.103,0.1584,46899,15.14,41.79,12.372,0.058,0.106,0.999,2.493,3151
8303,1409128180,en,Red Winter: A Novel,Dan Smith,male,,,2013,4.02,638,544.05,544.05,0.038,0.0608,132947,1.96,95.75,1.37,0.09,0.068,-0.999,2.346,8253
8304,1908276843,en,The Seamstress and the Wind,César Aira,male,Argentina,1949.0,1994,3.69,713,805.83,704.1,0.114,0.2073,28604,31.46,52.79,2.585,0.071,0.092,0.993,2.447,1980
8305,0061130400,en,The Septembers of Shiraz: A Novel,Dalia Sofer,female,,,2007,3.81,7300,844.99,490.29,0.071,0.1162,84439,29.49,116.77,2.671,0.069,0.081,0.994,2.392,5588
8306,0571313248,en,The Girl in the Red Coat,Kate Hamer,female,,,2015,3.52,16465,586.92,671.4,0.046,0.0785,108788,1.29,76.11,3.515,0.061,0.09,1.0,2.229,6457
8307,0373802773,en,The Fire Opal,Catherine Asaro,female,United States,1955.0,2007,3.84,776,882.71,594.22,0.059,0.0878,84161,25.67,77.83,2.573,0.084,0.078,-0.952,2.472,5488
8308,0316383368,en,Queen Red Riding Hood's Guide to Royalty,Chris Colfer,male,,,2015,4.13,3591,824.61,549.96,0.16,0.2241,15001,117.33,72.66,0.653,0.091,0.104,0.919,2.62,1006
8309,0778316424,en,Swan Point,Sherryl Woods,female,,,2014,4.08,2457,975.4,720.61,0.047,0.0671,107812,4.64,114.55,1.805,0.06,0.122,1.0,2.412,6975
8310,0230771998,en,The House of Small Shadows,Adam Nevill,male,England,1969.0,2013,3.41,2357,756.12,526.46,0.07,0.1096,99191,10.89,54.14,6.396,0.095,0.074,-0.999,2.453,6717
8311,1439102538,en,Breaking the Bank,Yona Zeldis McDonough,,,,2009,3.26,170,633.99,630.85,0.065,0.1056,114607,11.87,147.29,18.13,0.08,0.08,0.969,2.384,7535
8312,0575130806,en,The Path of Anger,Antoine Rouaud,male,,,2013,3.54,609,633.81,537.52,0.046,0.0731,160980,45.47,73.24,2.68,0.095,0.102,0.993,2.474,10793
8313,0140243372,en,The Green Knight,Iris Murdoch,female,,,1993,3.86,1363,646.46,734.11,0.04,0.0636,197723,43.09,90.73,2.544,0.09,0.102,0.999,2.436,12646
8314,1408703416,en,When the Devil Drives,Christopher Brookmyre,male,,,2012,3.97,1647,691.78,670.32,0.063,0.1046,125387,0.56,56.54,7.951,0.067,0.085,0.999,2.517,8391
8315,1597806188,en,More Human than Human: Stories of Androids Robots and Manufactured Humanity,Neil Clarke,male,,,2017,3.83,99,867.75,554.72,0.047,0.0888,257931,12.52,65.83,6.618,0.069,0.091,1.0,2.474,17239
8316,1783751789,en,Just One Damned Thing After Another,Jodi Taylor,female,England,,2013,3.88,30074,615.72,727.91,0.06,0.1016,101345,18.35,99.76,12.956,0.067,0.087,0.999,2.417,6546
8317,0553419714,en,City of Blades,Robert Jackson Bennett,male,,,2016,4.22,12764,942.67,665.83,0.049,0.0851,163451,39.89,118.45,26.111,0.083,0.082,0.945,2.446,11005
8318,1559706724,en,Big Breasts & Wide Hips,Mo Yan,,China,1955.0,1996,3.79,2508,812.97,480.96,0.041,0.0649,242432,40.01,41.83,26.728,0.088,0.079,-0.999,2.398,15968
8319,0393351394,en,Someone Knows My Name,Lawrence Hill,male,Canada,1957.0,2007,4.44,75753,733.71,476.1,0.043,0.0746,152635,2.1,66.04,23.253,0.06,0.084,1.0,2.344,9674
8320,0061239887,en,Thornfield Hall: Jane Eyre's Hidden Story,Emma Tennant,female,,,2002,2.25,237,710.15,509.64,0.079,0.1203,70520,11.63,39.85,4.057,0.079,0.095,0.997,2.378,4475
8321,0060587253,en,The Breakdown Lane,Jacquelyn Mitchard,female,United States,,2005,3.56,3478,891.8,619.21,0.056,0.0964,130634,30.47,95.92,23.546,0.066,0.09,1.0,2.356,8232
8322,1849350256,en,Flash,Jim Miller,male,,,2010,3.67,30,713.78,471.05,0.081,0.1331,65258,3.68,89.49,51.47,0.072,0.11,0.999,2.434,4136
8323,0062259318,en,The Story Hour,Thrity Umrigar,,United States,,2014,3.88,8369,833.23,557.36,0.055,0.0912,99864,0.4,127.07,3.433,0.062,0.105,1.0,2.385,6361
8324,0857662988,en,The Bookman Histories,Lavie Tidhar,,Israeli/South African/British,1976.0,2012,3.62,138,626.07,586.47,0.036,0.0667,278565,28.0,92.8,1.713,0.088,0.072,-1.0,2.446,18446
8325,0141325011,en,The Enemy,Charlie Higson,,,,2009,4.09,21656,603.03,657.67,0.048,0.0876,104140,13.54,224.03,8.851,0.071,0.09,0.999,2.604,6726
8326,0805007237,en,The Man Everybody Was Afraid Of,Joseph Hansen,male,,,1978,3.99,323,1041.01,540.64,0.082,0.1314,59577,4.87,132.43,9.997,0.08,0.051,-0.998,2.318,3886
8327,1416505466,en,Marriage Most Scandalous,Johanna Lindsey,female,,,2005,3.85,6511,898.37,830.91,0.056,0.0824,90419,17.14,104.51,5.748,0.074,0.084,0.997,2.459,5861
8328,0062567985,en,The Last Namsara,Kristen Ciccarelli,female,,,2017,4.11,14438,703.84,527.12,0.052,0.0846,95405,10.38,63.62,1.329,0.072,0.062,-0.992,2.338,6307
8329,1401323820,en,Heat Wave,Richard Castle,male,,,2008,3.57,62073,912.94,514.1,0.079,0.1232,68800,4.51,127.76,9.545,0.065,0.066,-0.788,2.398,4483
8330,1591024889,en,Sagramanda,Alan Dean Foster,male,United States,1946.0,2006,3.37,105,971.86,633.34,0.085,0.1302,89241,6.39,40.23,5.565,0.065,0.097,0.999,2.68,6331
8331,0743260058,en,The Serpent in the Garden,Janet Gleeson,female,,,2004,3.32,255,759.95,542.93,0.066,0.0939,112205,5.7,98.12,1.49,0.093,0.089,-0.976,2.557,7568
8332,0446322164,en,Celebrity: A Novel,Thomas Thompson,male,,,1982,3.9,422,892.78,480.25,0.06,0.1058,218509,11.9,56.38,27.971,0.085,0.108,1.0,2.532,15209
8333,1933718528,en,A Bedtime Kiss for Chester Raccoon,Audrey Penn,female,,,2011,3.74,125,728.48,264.9,0.568,0.6755,302,0.0,0.0,0.0,0.0,0.0,0.0,2.493,21
8334,0062340115,en,Men Women & Children,Chad Kultgen,male,,1976.0,2011,3.46,3451,745.62,518.0,0.049,0.0748,98455,3.35,51.19,60.984,0.053,0.092,1.0,2.467,6503
8335,0141002328,en,Buddha's Little Finger,Victor Pelevin,male,,1962.0,1996,4.26,5226,680.06,687.64,0.057,0.0955,124033,21.53,104.97,8.831,0.062,0.084,0.999,2.505,8302
8336,0812539753,en,The Jupiter Plague,Harry Harrison,male,,,1965,3.48,331,873.75,598.65,0.07,0.1161,68086,20.12,135.86,36.993,0.081,0.043,-0.999,2.457,4485
8337,0446362352,en,Hard Landing,Algis Budrys,male,Germany,,1993,3.36,131,662.25,707.67,0.096,0.1436,45572,11.63,62.1,9.183,0.054,0.088,0.998,2.42,2925
8338,0241146453,en,Gretel and the Dark,Eliza Granville,female,,,2014,3.59,2026,1038.46,614.92,0.068,0.1151,104193,13.53,94.25,6.42,0.079,0.081,0.534,2.451,7001
8339,0263140903,en,Ready for Romance,Debbie Macomber,female,United States,1948.0,1993,3.86,1040,939.92,661.28,0.062,0.0931,109924,17.01,93.61,4.866,0.067,0.121,1.0,2.52,7376
8340,0425256855,en,Emperor of Thorns,Mark Lawrence,male,,1966.0,2013,4.25,44640,844.64,480.26,0.053,0.0877,136614,15.59,74.74,4.302,0.089,0.091,0.506,2.329,8820
8341,0758289030,en,Father Knows Death,Jeffrey Allen,male,,,2013,3.93,307,1097.22,642.52,0.067,0.1012,54784,14.97,139.64,6.455,0.063,0.096,0.999,2.389,3477
8342,0061965626,en,Swept Away by a Kiss,Katharine Ashe,female,,,2010,3.67,919,837.5,610.48,0.071,0.1026,98185,2.55,65.18,4.569,0.071,0.137,1.0,2.497,6758
8343,0763640840,en,The Secret to Lying,Todd Mitchell,male,United States,1974.0,2010,3.76,543,925.15,575.76,0.073,0.1135,64541,17.97,125.35,10.01,0.072,0.078,0.97,2.48,4195
8344,0451217411,en,Black Sunday,Thomas Harris,male,United States,1940.0,1975,3.61,8126,792.54,484.64,0.072,0.1133,95680,4.39,52.68,12.204,0.063,0.079,0.998,2.428,6419
8345,0752842587,en,Country Lovers Country Lovers Country Lovers,Rebecca Shaw,female,England,1931.0,2003,3.91,312,867.87,649.12,0.061,0.0903,82835,52.39,115.89,2.809,0.067,0.104,0.999,2.339,5199
8346,1306839424,en,The Second Golden Age of Science Fiction Megapack (R): Mark Clifton,Mark Clifton,male,,,2014,3.85,129,844.65,656.74,0.048,0.082,199089,26.22,57.31,2.423,0.072,0.079,0.998,2.518,13474
8347,0373802943,en,The Snow Queen,Mercedes Lackey,female,United States,1950.0,2008,3.78,7572,798.22,696.56,0.057,0.0901,108992,25.97,32.66,1.727,0.068,0.115,1.0,2.442,7109
8348,1335006052,en,Tempted Taken,Rhenna Morgan,,,,2017,4.25,765,945.64,571.61,0.058,0.0909,113976,4.3,65.1,48.341,0.072,0.111,1.0,2.423,7430
8349,0811220362,en,That Smell and Notes from Prison,Sonallah Ibrahim,,,,1966,3.48,222,676.84,526.59,0.117,0.2241,29017,2.76,37.91,6.316,0.079,0.089,0.964,2.375,2021
8350,0312332459,en,Tonight I Said Goodbye,Michael Koryta,male,India,1982.0,2004,3.83,3644,876.19,597.8,0.051,0.0774,99431,1.71,101.88,13.104,0.061,0.086,0.999,2.366,6270
8351,0670038040,en,Rumpole and the Reign of Terror,John Mortimer,male,British,1923.0,2006,4.08,984,642.69,595.63,0.084,0.1302,47177,9.33,112.34,3.81,0.071,0.075,-0.894,2.494,3078
8352,0062318969,en,Adore,Doris Lessing,female,British,1919.0,2003,3.3,915,699.22,603.36,0.118,0.1745,27645,6.51,66.2,3.836,0.061,0.146,0.999,2.389,1811
8353,0345313755,en,Texas Fury,Fern Michaels,female,United States,1933.0,1980,4.21,2089,763.6,592.95,0.037,0.0607,219041,16.85,81.22,11.599,0.064,0.115,1.0,2.351,13878
8354,0812520300,en,Psychosphere,Brian Lumley,male,England,1937.0,1984,3.79,610,877.14,715.07,0.076,0.1313,86565,74.05,83.41,18.5,0.077,0.096,0.998,2.503,5905
8355,1741666554,en,Wanting,Richard Flanagan,male,,,2008,3.53,2389,773.71,520.5,0.098,0.1517,66782,11.08,34.29,3.941,0.101,0.102,0.92,2.522,4596
8356,0425230015,en,Decked with Folly,Kate Kingsbury,female,,,2009,3.78,377,885.76,747.8,0.057,0.0806,76183,15.75,96.22,14.742,0.081,0.101,0.996,2.405,4880
8357,0515143200,en,California Demon,Julie Kenner,female,United States,,2006,3.85,3035,915.7,703.83,0.057,0.0895,105537,27.29,119.96,32.512,0.07,0.074,0.989,2.416,6757
8358,0345454944,en,Sunset Express: An Elvis Cole Novel,Robert Crais,male,United States,1953.0,1996,4.19,14902,856.84,524.23,0.057,0.0904,93413,15.74,96.45,18.555,0.046,0.086,1.0,2.388,6051
8359,0375414665,en,A Far Country,Daniel Mason,male,,,2007,3.27,881,526.35,481.66,0.059,0.0987,82340,14.7,75.66,2.229,0.051,0.065,0.998,2.333,5348
8360,1525835149,en,The Favorite Daughter: A Novel,Kaira Rouda,,United States,1963.0,2019,3.5,5690,776.98,607.41,0.057,0.0878,89874,13.69,97.25,3.784,0.072,0.106,1.0,2.348,5597
8361,0380977923,en,T2: Rising Storm,S.M. Stirling,,,,2002,3.92,589,865.78,665.62,0.051,0.0821,158724,28.92,69.55,8.822,0.073,0.103,1.0,2.458,10557
8362,1573225517,en,High Fidelity,Nick Hornby,male,England,1957.0,1995,3.93,176012,630.52,717.61,0.059,0.104,82900,17.61,115.92,37.488,0.07,0.111,1.0,2.36,5091
8363,0316044733,en,The Midnight Palace,Carlos Ruiz Zafón,male,Spain,1964.0,1994,3.61,18984,578.4,486.48,0.078,0.1164,66477,4.81,57.46,0.432,0.074,0.088,0.993,2.443,4417
8364,0747238472,en,The House of the Red Slayer: Being the Second of the Sorrowful Mysteries of Brother Athelstan,Paul Doherty,male,,,1992,4.21,897,638.01,490.65,0.075,0.1171,76409,67.92,124.2,10.779,0.105,0.08,-0.998,2.455,5346
8365,0553447580,en,Anatomy of a Miracle,Jonathan Miles,male,,,2018,3.77,2294,862.21,580.32,0.078,0.1365,135976,5.66,64.57,21.706,0.088,0.091,0.957,2.543,9581
8366,1681772612,en,Dying for Christmas,Tammy Cohen,female,,,2014,3.67,2339,598.57,673.57,0.061,0.0989,97600,3.69,75.92,9.707,0.072,0.078,0.988,2.425,6203
8367,1557133484,en,Bogeywoman,Jaimy Gordon,,,,1999,3.69,124,918.95,676.07,0.072,0.1244,95892,21.07,101.89,19.552,0.077,0.098,0.999,2.349,6137
8368,0765325128,en,Dimiter,William Peter Blatty,male,United States,1928.0,2010,3.12,879,873.06,658.53,0.089,0.1335,67636,42.14,155.98,4.491,0.08,0.086,0.962,2.366,4460
8369,1591141281,en,The Intruders,Stephen Coonts,male,United States,,1994,4.0,2265,844.91,571.44,0.055,0.0947,124983,22.4,61.29,24.945,0.072,0.067,-0.992,2.412,8274
8370,0345363140,en,The Harrowing of Gwynedd,Katherine Kurtz,female,United States,1944.0,1989,4.06,2301,834.41,667.25,0.05,0.0824,179708,21.98,52.31,1.574,0.068,0.096,1.0,2.528,12285
8371,0977199282,en,Scorch Atlas,Blake Butler,,,,2009,3.64,1238,678.12,509.42,0.11,0.1811,36041,0.83,117.37,61.047,0.073,0.06,-0.967,2.381,2397
8372,1440625506,en,WebMage,Kelly McCullough,,,,2006,3.76,2569,934.01,640.56,0.069,0.1027,96134,8.43,64.18,5.721,0.068,0.087,0.999,2.445,6201
8373,0380789663,en,Green Shadows White Whale: A Novel of Ray Bradbury's Adventures Making Moby Dick with John Huston in Ireland,Ray Bradbury,male,United States,1920.0,1992,3.8,1056,1010.2,557.37,0.075,0.1219,77955,133.8,131.87,16.064,0.073,0.104,0.999,2.364,5061
8374,1933718552,en,Ashfall,Mike Mullin,male,,,2011,3.97,23382,829.96,602.19,0.053,0.0875,103704,10.61,66.82,6.075,0.08,0.07,-0.994,2.349,6550
8375,0765308843,en,Marooned in Realtime,Vernor Vinge,male,United States,1944.0,1986,4.09,5096,934.51,637.36,0.066,0.1036,94295,12.73,57.37,3.421,0.078,0.08,0.935,2.535,6459
8376,0449214230,en,The Golden Rendezvous,Alistair MacLean,male,,,1962,3.88,2360,917.92,712.89,0.064,0.1001,92132,16.28,88.89,4.149,0.063,0.081,0.998,2.444,6116
8377,1400049628,en,The Zombie Survival Guide: Complete Protection From the Living Dead,Max Brooks,male,,,2003,3.86,97674,951.56,477.11,0.089,0.1503,71157,14.05,38.65,4.463,0.119,0.088,-0.999,2.754,5211
8378,0425205584,en,Mrs. Jeffries and the Silent Knight,Emily Brightwell,female,,,2005,4.03,826,1011.37,672.44,0.055,0.08,69806,2.44,95.69,0.974,0.062,0.08,0.996,2.413,4529
8379,0393316025,en,The Doctor is Sick,Anthony Burgess,male,England,1917.0,1960,3.61,1213,760.71,649.05,0.091,0.1513,72367,4.97,102.81,24.999,0.072,0.092,0.997,2.444,4835
8380,1908276347,en,Sworn Virgin,Elvira Dones,female,"Albanian, Swiss",1960.0,2007,3.55,506,574.86,627.47,0.076,0.1259,63876,14.87,91.74,9.193,0.084,0.097,0.992,2.409,4068
8381,0441013643,en,Red Lightning,John Varley,male,United States,1947.0,2006,3.78,1124,825.04,683.23,0.052,0.0895,128843,16.14,60.15,14.331,0.071,0.085,0.998,2.406,8161
8382,0312423276,en,Cliffs of Fall and Other Stories,Shirley Hazzard,female,Australia,1931.0,1963,3.55,83,869.02,633.06,0.096,0.1445,47168,2.97,139.29,37.856,0.076,0.08,0.903,2.51,3204
8383,0671507036,en,Montana 1948,Larry Watson,male,,,1993,3.82,10470,745.12,598.85,0.093,0.146,44986,15.34,163.61,49.512,0.051,0.06,0.97,2.586,2926
8384,1901285502,en,Journey by Moonlight,Antal Szerb,male,,,1937,4.21,5297,883.45,780.93,0.071,0.1064,82812,10.51,72.45,5.704,0.072,0.13,1.0,2.575,5490
8385,0515122416,en,Once Upon a Castle,Nora Roberts,female,United States,1950.0,1998,3.88,1569,864.03,541.46,0.063,0.0942,105806,32.61,65.78,3.794,0.082,0.098,0.999,2.401,6973
8386,0312424892,en,Outside Valentine: A Novel,Liza Ward,female,,,2004,3.4,410,745.77,619.66,0.046,0.0721,111013,6.04,72.51,4.423,0.064,0.066,0.86,2.303,6862
8387,0765324776,en,The Whispering Swarm,Michael Moorcock,male,British,1939.0,2014,3.02,385,753.93,571.23,0.054,0.0991,178650,30.95,57.09,8.69,0.064,0.126,1.0,2.539,11913
8388,0765316978,en,The Last Colony,John Scalzi,male,United States,1969.0,2007,4.07,52326,1016.15,604.14,0.054,0.0815,94730,0.74,57.22,8.456,0.061,0.071,0.983,2.463,6205
8389,0385729332,en,Sisterhood of the Traveling Pants,Ann Brashares,female,,,2001,3.8,632536,880.68,665.41,0.078,0.1136,64246,18.68,118.92,4.608,0.065,0.087,0.997,2.43,4258
8390,0399169164,en,Hot Pursuit,Stuart Woods,male,,,2015,3.81,4279,1067.24,512.1,0.061,0.1015,74107,10.12,145.2,7.381,0.031,0.077,0.999,2.434,4878
8391,0061443727,en,Emissaries from the Dead,AdamTroy Castro,,,,2008,3.75,831,983.43,638.41,0.06,0.0927,116368,5.24,77.17,11.263,0.107,0.089,-0.999,2.558,7893
8392,0553585800,en,Forty Signs of Rain,Kim Stanley Robinson,female,United States,1952.0,2004,3.54,3602,923.87,635.89,0.068,0.113,104279,28.96,56.39,6.585,0.048,0.089,1.0,2.52,7025
8393,1844135357,en,Strike Back: A war hero. A broken veteran. A lethal crisis.,Chris Ryan,male,England,,2007,4.01,2321,541.0,665.27,0.05,0.0829,101313,0.2,43.92,24.761,0.085,0.053,-1.0,2.35,6548
8394,0849943434,en,A Perfect Love,Lori Copeland,female,United States,,2002,4.03,285,865.34,528.03,0.076,0.1145,77022,24.8,94.13,1.391,0.055,0.122,1.0,2.462,5133
8395,8899253315,en,I Am God,Giacomo Sartori,male,,,2016,3.46,383,855.01,665.88,0.12,0.1751,51976,6.73,18.28,17.617,0.052,0.133,1.0,2.589,3525
8396,0140295798,en,The Keeping Place: The Obernewtyn Chronicles 4,Isobelle Carmody,female,Australia,1958.0,1999,4.09,5276,843.77,562.07,0.051,0.077,152400,11.55,61.09,2.709,0.081,0.086,0.995,2.456,9999
8397,0807555207,en,The Mystery at Skeleton Point,Gertrude Chandler Warner,female,,,2002,3.88,296,832.72,611.54,0.097,0.1382,19034,38.35,75.13,1.018,0.032,0.093,0.994,2.383,1222
8398,0812515935,en,Conan The Magnificent,Robert Jordan,male,United States,1948.0,1984,3.83,1119,830.9,524.7,0.077,0.1204,65447,45.07,121.32,40.912,0.067,0.069,0.943,2.435,4373
8399,0451464443,en,Doubletake,Rob Thurman,male,,,2012,4.14,3261,815.5,623.1,0.059,0.1001,105874,5.01,62.62,44.926,0.113,0.08,-1.0,2.339,6663
8400,0061375462,en,The Trophy Wives Club: A Novel of Fakes Faith and a Love That Lasts Forever,Kristin Billerbeck,female,,,2007,3.53,877,916.61,654.14,0.062,0.096,79325,30.13,143.33,4.29,0.059,0.112,1.0,2.369,4874
8401,1841950696,en,Mooch,Dan Fante,male,,,2001,4.05,649,656.28,442.64,0.104,0.1791,45590,41.46,107.48,89.239,0.061,0.083,0.996,2.488,3064
8402,0316399744,en,Valor,John Gwynne,male,,,2014,4.39,11698,561.4,528.12,0.034,0.062,222392,1.3,63.58,1.889,0.086,0.076,-0.999,2.353,14909
8403,0140234853,en,Mrs. Pargeter's Pound of Flesh,Simon Brett,male,,,1992,3.67,547,708.69,647.18,0.092,0.1412,53648,12.12,107.18,2.468,0.077,0.094,0.993,2.622,3703
8404,1909477494,en,Six Months to Get a Life,Ben Adams,male,,,2014,3.9,72,591.03,671.12,0.063,0.0991,73549,0.82,50.85,19.997,0.063,0.09,0.999,2.412,4494
8405,0385475713,en,Alias Grace,Margaret Atwood,female,Canada,1939.0,1996,4.03,113601,656.29,610.71,0.047,0.076,170655,6.04,31.58,5.85,0.075,0.099,1.0,2.358,10562
8406,0795322933,en,Arcanum 101: Welcome New Students,Mercedes Lackey,female,United States,1950.0,2012,3.42,695,773.64,773.64,0.067,0.1151,64617,20.27,60.36,3.797,0.06,0.096,0.999,2.345,4205
8407,0871403404,en,The Last Summer of the Camperdowns: A Novel,Elizabeth Kelly,female,,,2013,3.47,3384,910.28,510.64,0.072,0.1097,112800,24.82,114.45,9.717,0.073,0.083,0.996,2.468,7508
8408,0553394126,en,The Memory Book: A feel-good uplifting story about what we will do for love,Rowan Coleman,,,,2014,4.01,5573,542.57,768.53,0.049,0.0781,105904,13.03,69.5,5.65,0.07,0.104,1.0,2.269,6286
8409,0373079613,en,Enchanted,Nora Roberts,female,United States,1950.0,1999,4.1,5958,905.93,625.97,0.068,0.102,67080,3.28,80.05,4.97,0.065,0.117,1.0,2.359,4275
8410,0224087460,en,The Quickening Maze,Adam Foulds,male,British,1974.0,2009,3.14,2386,668.87,609.56,0.095,0.1464,61028,8.85,73.74,7.067,0.072,0.102,0.998,2.468,4124
